10264046	Kappa/背靠背	8226.08	6
10917864	Dancing Wolves/与狼共舞	8127.9	1
10656705	watercome/水之蔻	8071.2	2
10539969	Jo Malone London/祖玛珑	7992	2
10416627	Lily	7785.9	1
10911407	Jeanswest/真维斯	7513.74	2
10180464	妈咪宝贝	7491	2
11028896	"dpc	"	7445.6	2
10528933	SENKA/珊珂	7270.8	2
10855917	ULTRADENT/希尔顿	7216.39	1
10047221	Dove/德芙	7178.33	6
10896110	Greenkosy/绿色溪谷	7176.41	1
10710208	LEXY/莱克	6976	7
10358449	Fresh Grauitational/鲜引力	6821.1	1
10767233	爱慕	6787.3	1
10841056	UNO/吾诺	6770	3
10478945	Samsonite/新秀丽	6552	1
